StockCode,YearMonth,Quantity,Revenue,Month,Year,Quantity_lag1,Quantity_lag2,Quantity_rolling3
21467,2010-07-01,55,210.12,7,2010,163.0,227.0,155.0
21467,2010-08-01,5,18.75,8,2010,55.0,163.0,148.33333333333334
21467,2010-09-01,30,116.37,9,2010,5.0,55.0,74.33333333333333
21467,2010-10-01,20,75.0,10,2010,30.0,5.0,30.0
21467,2010-11-01,49,183.75,11,2010,20.0,30.0,18.333333333333332
21467,2010-12-01,6,26.37,12,2010,49.0,20.0,33.0
21467,2011-01-01,12,48.870000000000005,1,2011,6.0,49.0,25.0
21467,2011-02-01,13,48.75,2,2011,12.0,6.0,22.333333333333332
21467,2011-03-01,18,71.21000000000001,3,2011,13.0,12.0,10.333333333333334
21467,2011-04-01,24,93.71000000000001,4,2011,18.0,13.0,14.333333333333334
21467,2011-05-01,34,131.21,5,2011,24.0,18.0,18.333333333333332
21467,2011-06-01,35,130.82000000000002,6,2011,34.0,24.0,25.333333333333332
21467,2011-07-01,51,176.07,7,2011,35.0,34.0,31.0
21467,2011-08-01,51,191.25,8,2011,51.0,35.0,40.0
21467,2011-09-01,7,29.96,9,2011,51.0,51.0,45.666666666666664
21467,2011-10-01,6,22.5,10,2011,7.0,51.0,36.333333333333336
21467,2011-11-01,3,14.96,11,2011,6.0,7.0,21.333333333333332
21467,2011-12-01,2,11.21,12,2011,3.0,6.0,5.333333333333333
21468,2010-03-01,33,127.62,3,2010,255.0,13.0,90.33333333333333
21468,2010-04-01,26,97.5,4,2010,33.0,255.0,100.33333333333333
21468,2010-05-01,27,101.25,5,2010,26.0,33.0,104.66666666666667
21468,2010-06-01,39,146.25,6,2010,27.0,26.0,28.666666666666668
21468,2010-07-01,78,254.10000000000002,7,2010,39.0,27.0,30.666666666666668
21468,2010-08-01,14,56.37,8,2010,78.0,39.0,48.0
21468,2010-09-01,13,48.75,9,2010,14.0,78.0,43.666666666666664
21468,2010-10-01,6,22.5,10,2010,13.0,14.0,35.0
21468,2010-11-01,12,48.87,11,2010,6.0,13.0,11.0
21468,2010-12-01,14,52.5,12,2010,12.0,6.0,10.333333333333334
21468,2011-01-01,3,11.25,1,2011,14.0,12.0,10.666666666666666
21468,2011-02-01,15,56.25,2,2011,3.0,14.0,9.666666666666666
21468,2011-03-01,17,67.46,3,2011,15.0,3.0,10.666666666666666
21468,2011-04-01,5,18.75,4,2011,17.0,15.0,11.666666666666666
21468,2011-05-01,22,82.5,5,2011,5.0,17.0,12.333333333333334
21468,2011-06-01,17,73.04,6,2011,22.0,5.0,14.666666666666666
21468,2011-07-01,44,158.1,7,2011,17.0,22.0,14.666666666666666
21468,2011-09-01,4,18.71,9,2011,44.0,17.0,27.666666666666668
21468,2011-10-01,4,18.71,10,2011,4.0,44.0,21.666666666666668
21468,2011-11-01,3,14.96,11,2011,4.0,4.0,17.333333333333332
21469,2010-03-01,53,206.49,3,2010,72.0,19.0,37.333333333333336
21469,2010-04-01,40,161.61,4,2010,53.0,72.0,48.0
21469,2010-05-01,379,722.19,5,2010,40.0,53.0,55.0
21469,2010-06-01,117,334.23,6,2010,379.0,40.0,157.33333333333334
21469,2010-07-01,49,183.75,7,2010,117.0,379.0,178.66666666666666
21469,2010-08-01,30,112.5,8,2010,49.0,117.0,181.66666666666666
21469,2010-09-01,20,75.0,9,2010,30.0,49.0,65.33333333333333
21469,2010-10-01,6,26.37,10,2010,20.0,30.0,33.0
21469,2010-11-01,21,82.62,11,2010,6.0,20.0,18.666666666666668
21469,2010-12-01,14,52.5,12,2010,21.0,6.0,15.666666666666666
21469,2011-01-01,16,60.0,1,2011,14.0,21.0,13.666666666666666
21469,2011-02-01,5,18.75,2,2011,16.0,14.0,17.0
21469,2011-03-01,17,63.75,3,2011,5.0,16.0,11.666666666666666
21469,2011-04-01,44,168.71,4,2011,17.0,5.0,12.666666666666666
21469,2011-05-01,32,120.0,5,2011,44.0,17.0,22.0
21469,2011-06-01,51,188.49,6,2011,32.0,44.0,31.0
21469,2011-07-01,75,270.7,7,2011,51.0,32.0,42.333333333333336
21469,2011-08-01,9,37.46,8,2011,75.0,51.0,52.666666666666664
21469,2011-09-01,9,37.46,9,2011,9.0,75.0,45.0
21469,2011-10-01,7,26.25,10,2011,9.0,9.0,31.0
21469,2011-11-01,2,7.5,11,2011,7.0,9.0,8.333333333333334
21469,2011-12-01,7,26.25,12,2011,2.0,7.0,6.0
21470,2010-03-01,55,221.73000000000002,3,2010,88.0,9.0,38.0
21470,2010-04-01,82,311.37,4,2010,55.0,88.0,50.666666666666664
21470,2010-05-01,45,191.97000000000003,5,2010,82.0,55.0,75.0
21470,2010-06-01,167,564.9300000000001,6,2010,45.0,82.0,60.666666666666664
21470,2010-07-01,98,379.11,7,2010,167.0,45.0,98.0
21470,2010-08-01,34,139.11,8,2010,98.0,167.0,103.33333333333333
21470,2010-09-01,22,94.11000000000001,9,2010,34.0,98.0,99.66666666666667
21470,2010-10-01,37,146.49,10,2010,22.0,34.0,51.333333333333336
21470,2010-11-01,63,255.6,11,2010,37.0,22.0,31.0
21470,2010-12-01,25,109.23000000000002,12,2010,63.0,37.0,40.666666666666664
21470,2011-01-01,8,33.71,1,2011,25.0,63.0,41.666666666666664
21470,2011-02-01,32,127.42,2,2011,8.0,25.0,32.0
21470,2011-03-01,35,131.25,3,2011,32.0,8.0,21.666666666666668
21470,2011-04-01,27,104.96,4,2011,35.0,32.0,25.0
21470,2011-05-01,54,202.5,5,2011,27.0,35.0,31.333333333333332
21470,2011-06-01,45,168.75,6,2011,54.0,27.0,38.666666666666664
21470,2011-07-01,63,221.53,7,2011,45.0,54.0,42.0
21470,2011-08-01,15,56.25,8,2011,63.0,45.0,54.0
21470,2011-09-01,27,101.25,9,2011,15.0,63.0,41.0
21470,2011-10-01,12,56.13,10,2011,27.0,15.0,35.0
21470,2011-11-01,24,97.42,11,2011,12.0,27.0,18.0
21470,2011-12-01,9,41.17,12,2011,24.0,12.0,21.0
21471,2010-03-01,150,543.45,3,2010,57.0,10.0,28.666666666666668
21471,2010-04-01,97,325.35,4,2010,150.0,57.0,72.33333333333333
21471,2010-05-01,55,213.99,5,2010,97.0,150.0,101.33333333333333
21471,2010-06-01,107,408.99,6,2010,55.0,97.0,100.66666666666667
21471,2010-07-01,108,420.48,7,2010,107.0,55.0,86.33333333333333
21471,2010-08-01,41,157.62,8,2010,108.0,107.0,90.0
21471,2010-09-01,8,30.0,9,2010,41.0,108.0,85.33333333333333
21471,2010-10-01,64,201.60000000000002,10,2010,8.0,41.0,52.333333333333336
21471,2010-11-01,51,195.12,11,2010,64.0,8.0,37.666666666666664
21471,2010-12-01,17,79.23,12,2010,51.0,64.0,41.0
21471,2011-01-01,16,60.0,1,2011,17.0,51.0,44.0
21471,2011-02-01,110,354.25000000000006,2,2011,16.0,17.0,28.0
21471,2011-03-01,68,216.60000000000002,3,2011,110.0,16.0,47.666666666666664
21471,2011-04-01,16,60.0,4,2011,68.0,110.0,64.66666666666667
21471,2011-05-01,86,284.1,5,2011,16.0,68.0,64.66666666666667
21471,2011-06-01,71,269.96000000000004,6,2011,86.0,16.0,56.666666666666664
21471,2011-07-01,65,231.33,7,2011,71.0,86.0,57.666666666666664
21471,2011-08-01,91,321.47,8,2011,65.0,71.0,74.0
21471,2011-09-01,21,75.07000000000001,9,2011,91.0,65.0,75.66666666666667
21471,2011-10-01,35,122.51,10,2011,21.0,91.0,59.0
21471,2011-11-01,26,88.30000000000001,11,2011,35.0,21.0,49.0
21471,2011-12-01,13,42.769999999999996,12,2011,26.0,35.0,27.333333333333332
21472,2010-03-01,113,393.09000000000003,3,2010,51.0,12.0,34.0
21472,2010-04-01,122,472.98,4,2010,113.0,51.0,58.666666666666664
21472,2010-05-01,191,693.33,5,2010,122.0,113.0,95.33333333333333
21472,2010-06-01,152,604.83,6,2010,191.0,122.0,142.0
21472,2010-07-01,128,491.61,7,2010,152.0,191.0,155.0
21472,2010-08-01,56,225.48000000000002,8,2010,128.0,152.0,157.0
21472,2010-09-01,22,86.37,9,2010,56.0,128.0,112.0
21472,2010-10-01,10,45.24,10,2010,22.0,56.0,68.66666666666667
21472,2010-11-01,37,150.36,11,2010,10.0,22.0,29.333333333333332
21472,2010-12-01,39,153.99,12,2010,37.0,10.0,23.0
21472,2011-01-01,19,74.96000000000001,1,2011,39.0,37.0,28.666666666666668
21472,2011-02-01,35,131.25,2,2011,19.0,39.0,31.666666666666668
21472,2011-03-01,21,82.46000000000001,3,2011,35.0,19.0,31.0
21472,2011-04-01,8,30.0,4,2011,21.0,35.0,25.0
21472,2011-07-01,1,3.75,7,2011,8.0,21.0,21.333333333333332
21473,2010-03-01,5,99.75,3,2010,5.0,5.0,3.6666666666666665
21473,2010-04-01,8,159.6,4,2010,5.0,5.0,5.0
21473,2010-05-01,27,538.65,5,2010,8.0,5.0,6.0
21473,2010-06-01,41,817.9499999999999,6,2010,27.0,8.0,13.333333333333334
21473,2010-07-01,28,558.5999999999999,7,2010,41.0,27.0,25.333333333333332
21473,2010-08-01,3,59.849999999999994,8,2010,28.0,41.0,32.0
21473,2010-09-01,1,19.95,9,2010,3.0,28.0,24.0
21473,2010-11-01,2,39.9,11,2010,1.0,3.0,10.666666666666666
21473,2010-12-01,1,19.95,12,2010,2.0,1.0,2.0
21473,2011-02-01,1,19.95,2,2011,1.0,2.0,1.3333333333333333
21473,2011-03-01,2,39.9,3,2011,1.0,1.0,1.3333333333333333
21473,2011-04-01,5,99.75,4,2011,2.0,1.0,1.3333333333333333
21473,2011-05-01,6,199.70999999999998,5,2011,5.0,2.0,2.6666666666666665
21473,2011-06-01,2,39.9,6,2011,6.0,5.0,4.333333333333333
21473,2011-07-01,2,39.9,7,2011,2.0,6.0,4.333333333333333
21473,2011-08-01,3,59.849999999999994,8,2011,2.0,2.0,3.3333333333333335
21473,2011-09-01,2,39.9,9,2011,3.0,2.0,2.3333333333333335
21473,2011-10-01,2,39.9,10,2011,2.0,3.0,2.3333333333333335
21473,2011-11-01,1,19.95,11,2011,2.0,2.0,2.3333333333333335
21474,2010-04-01,23,458.8499999999999,4,2010,10.0,11.0,7.333333333333333
21474,2010-05-01,56,1117.2,5,2010,23.0,10.0,14.666666666666666
21474,2010-06-01,61,1216.95,6,2010,56.0,23.0,29.666666666666668
21474,2010-07-01,29,578.5499999999998,7,2010,61.0,56.0,46.666666666666664
21474,2010-08-01,9,179.54999999999995,8,2010,29.0,61.0,48.666666666666664
21474,2010-09-01,3,59.849999999999994,9,2010,9.0,29.0,33.0
21476,2010-04-01,13,194.35,4,2010,8.0,5.0,7.0
21476,2010-05-01,33,503.2799999999999,5,2010,13.0,8.0,8.666666666666666
21476,2010-06-01,15,224.24999999999997,6,2010,33.0,13.0,18.0
21476,2010-07-01,12,179.4,7,2010,15.0,33.0,20.333333333333332
21476,2010-08-01,3,44.849999999999994,8,2010,12.0,15.0,20.0
21476,2010-09-01,1,14.95,9,2010,3.0,12.0,10.0
21476,2010-11-01,1,14.95,11,2010,1.0,3.0,5.333333333333333
21476,2011-01-01,2,29.9,1,2011,1.0,1.0,1.6666666666666667
21476,2011-02-01,1,14.95,2,2011,2.0,1.0,1.3333333333333333
21476,2011-03-01,1,14.95,3,2011,1.0,2.0,1.3333333333333333
21476,2011-04-01,10,149.49999999999997,4,2011,1.0,1.0,1.3333333333333333
21476,2011-05-01,14,209.3,5,2011,10.0,1.0,4.0
21476,2011-06-01,7,191.32999999999998,6,2011,14.0,10.0,8.333333333333334
21476,2011-07-01,1,14.95,7,2011,7.0,14.0,10.333333333333334
21476,2011-08-01,2,29.9,8,2011,1.0,7.0,7.333333333333333
21476,2011-10-01,3,44.849999999999994,10,2011,2.0,1.0,3.3333333333333335
21477,2010-03-01,-13,-138.74999999999997,3,2010,1.0,156.0,87.66666666666667
21478,2010-03-01,18,67.5,3,2010,31.0,9.0,15.666666666666666
21478,2010-04-01,3,11.25,4,2010,18.0,31.0,19.333333333333332
21478,2010-05-01,3,11.25,5,2010,3.0,18.0,17.333333333333332
21478,2010-06-01,1,3.75,6,2010,3.0,3.0,8.0
21478,2010-07-01,14,52.5,7,2010,1.0,3.0,2.3333333333333335
21478,2010-08-01,5,18.75,8,2010,14.0,1.0,6.0
21478,2010-09-01,68,288.93,9,2010,5.0,14.0,6.666666666666667
21478,2010-10-01,44,192.09,10,2010,68.0,5.0,29.0
21479,2010-11-01,1080,5440.120000000001,11,2010,401.0,-1.0,404.3333333333333
21479,2010-12-01,1406,8224.980000000001,12,2010,1080.0,401.0,493.3333333333333
21479,2011-01-01,121,763.8299999999999,1,2011,1406.0,1080.0,962.3333333333334
21479,2011-02-01,24,125.87999999999998,2,2011,121.0,1406.0,869.0
21479,2011-03-01,17,75.71,3,2011,24.0,121.0,517.0
21479,2011-04-01,12,48.71,4,2011,17.0,24.0,54.0
21479,2011-05-01,14,56.21,5,2011,12.0,17.0,17.666666666666668
21479,2011-06-01,18,67.5,6,2011,14.0,12.0,14.333333333333334
21479,2011-07-01,28,140.88000000000002,7,2011,18.0,14.0,14.666666666666666
21479,2011-08-01,279,998.22,8,2011,28.0,18.0,20.0
21479,2011-09-01,215,1021.83,9,2011,279.0,28.0,108.33333333333333
21479,2011-10-01,363,1905.23,10,2011,215.0,279.0,174.0
21479,2011-11-01,911,4454.63,11,2011,363.0,215.0,285.6666666666667
21479,2011-12-01,322,2062.66,12,2011,911.0,363.0,496.3333333333333
21481,2010-03-01,76,224.60000000000002,3,2010,95.0,265.0,357.6666666666667
21481,2010-04-01,33,103.83,4,2010,76.0,95.0,145.33333333333334
21481,2010-05-01,83,219.01000000000008,5,2010,33.0,76.0,68.0
21481,2010-06-01,17,50.150000000000006,6,2010,83.0,33.0,64.0
21481,2010-07-01,40,118.00000000000001,7,2010,17.0,83.0,44.333333333333336
21481,2010-08-01,277,747.1500000000001,8,2010,40.0,17.0,46.666666666666664
21481,2010-09-01,201,671.7300000000001,9,2010,277.0,40.0,111.33333333333333
21481,2010-10-01,1091,3086.89,10,2010,201.0,277.0,172.66666666666666
21481,2010-11-01,1262,3907.9,11,2010,1091.0,201.0,523.0
21481,2010-12-01,903,3205.6500000000005,12,2010,1262.0,1091.0,851.3333333333334
21481,2011-01-01,58,243.93999999999994,1,2011,903.0,1262.0,1085.3333333333333
21481,2011-02-01,101,315.31000000000006,2,2011,58.0,903.0,741.0
21481,2011-03-01,69,215.23000000000002,3,2011,101.0,58.0,354.0
21481,2011-04-01,37,124.19000000000001,4,2011,69.0,101.0,76.0
21481,2011-05-01,90,252.57999999999998,5,2011,37.0,69.0,69.0
21481,2011-06-01,63,186.49,6,2011,90.0,37.0,65.33333333333333
21481,2011-07-01,47,159.89,7,2011,63.0,90.0,63.333333333333336
21481,2011-08-01,448,1182.3999999999999,8,2011,47.0,63.0,66.66666666666667
21481,2011-09-01,336,1204.0600000000002,9,2011,448.0,47.0,186.0
21481,2011-10-01,342,1279.4,10,2011,336.0,448.0,277.0
21481,2011-11-01,536,2069.46,11,2011,342.0,336.0,375.3333333333333
21481,2011-12-01,189,765.6700000000001,12,2011,536.0,342.0,404.6666666666667
21482,2010-03-01,27,97.41,3,2010,95.0,90.0,187.33333333333334
21482,2010-04-01,4,23.64,4,2010,27.0,95.0,70.66666666666667
21482,2010-05-01,39,103.61,5,2010,4.0,27.0,42.0
21482,2010-06-01,23,76.73000000000002,6,2010,39.0,4.0,23.333333333333332
21482,2010-08-01,16,47.2,8,2010,23.0,39.0,22.0
21482,2010-09-01,15,44.25000000000001,9,2010,16.0,23.0,26.0
21482,2010-10-01,48,150.48000000000002,10,2010,15.0,16.0,18.0
21484,2010-03-01,31,136.14000000000001,3,2010,91.0,137.0,308.6666666666667
21484,2010-04-01,17,79.5,4,2010,31.0,91.0,86.33333333333333
21484,2010-05-01,8,31.77,5,2010,17.0,31.0,46.333333333333336
21484,2010-06-01,7,32.49,6,2010,8.0,17.0,18.666666666666668
21484,2010-07-01,23,79.35000000000001,7,2010,7.0,8.0,10.666666666666666
21484,2010-08-01,107,361.83000000000004,8,2010,23.0,7.0,12.666666666666666
21484,2010-09-01,186,642.0799999999999,9,2010,107.0,23.0,45.666666666666664
21484,2010-10-01,514,1748.4800000000002,10,2010,186.0,107.0,105.33333333333333
21484,2010-11-01,891,3449.4200000000005,11,2010,514.0,186.0,269.0
21484,2010-12-01,564,2388.1600000000003,12,2010,891.0,514.0,530.3333333333334
21484,2011-01-01,70,368.45000000000005,1,2011,564.0,891.0,656.3333333333334
21484,2011-02-01,69,305.51,2,2011,70.0,564.0,508.3333333333333
21484,2011-03-01,23,144.62,3,2011,69.0,70.0,234.33333333333334
21484,2011-04-01,23,101.06,4,2011,23.0,69.0,54.0
21484,2011-05-01,11,71.0,5,2011,23.0,23.0,38.333333333333336
21484,2011-06-01,11,80.67999999999999,6,2011,11.0,23.0,19.0
21484,2011-07-01,14,82.17999999999999,7,2011,11.0,11.0,15.0
21484,2011-08-01,38,160.14000000000004,8,2011,14.0,11.0,12.0
21484,2011-09-01,211,929.7499999999999,9,2011,38.0,14.0,21.0
21484,2011-10-01,228,1064.1599999999999,10,2011,211.0,38.0,87.66666666666667
21484,2011-11-01,450,2054.47,11,2011,228.0,211.0,159.0
21484,2011-12-01,111,597.64,12,2011,450.0,228.0,296.3333333333333
21485,2010-03-01,65,328.2900000000001,3,2010,315.0,507.0,594.6666666666666
21485,2010-04-01,64,303.74,4,2010,65.0,315.0,295.6666666666667
21485,2010-05-01,27,145.79000000000002,5,2010,64.0,65.0,148.0
21485,2010-06-01,1,4.95,6,2010,27.0,64.0,52.0
21485,2010-07-01,53,245.55,7,2010,1.0,27.0,30.666666666666668
21485,2010-08-01,107,537.13,8,2010,53.0,1.0,27.0
21485,2010-09-01,321,1523.1599999999999,9,2010,107.0,53.0,53.666666666666664
21485,2010-10-01,533,2534.2999999999997,10,2010,321.0,107.0,160.33333333333334
21485,2010-11-01,1098,5133.24,11,2010,533.0,321.0,320.3333333333333
21485,2010-12-01,639,3471.439999999999,12,2010,1098.0,533.0,650.6666666666666
21485,2011-01-01,274,1356.6000000000001,1,2011,639.0,1098.0,756.6666666666666
21485,2011-02-01,118,594.9100000000001,2,2011,274.0,639.0,670.3333333333334
21485,2011-03-01,46,216.73999999999995,3,2011,118.0,274.0,343.6666666666667
21485,2011-04-01,11,67.82,4,2011,46.0,118.0,146.0
21485,2011-05-01,35,162.29,5,2011,11.0,46.0,58.333333333333336
21485,2011-06-01,23,119.69000000000001,6,2011,35.0,11.0,30.666666666666668
21485,2011-07-01,140,611.57,7,2011,23.0,35.0,23.0
21485,2011-08-01,88,451.21000000000004,8,2011,140.0,23.0,66.0
21485,2011-09-01,914,4452.42,9,2011,88.0,140.0,83.66666666666667
21485,2011-10-01,278,1454.18,10,2011,914.0,88.0,380.6666666666667
21485,2011-11-01,770,3743.72,11,2011,278.0,914.0,426.6666666666667
21485,2011-12-01,168,862.3900000000001,12,2011,770.0,278.0,654.0
21486,2010-03-01,29,115.58999999999999,3,2010,73.0,262.0,243.33333333333334
21486,2010-04-01,12,48.22,4,2010,29.0,73.0,121.33333333333333
21486,2010-05-01,2,7.96,5,2010,12.0,29.0,38.0
21486,2010-06-01,3,11.71,6,2010,2.0,12.0,14.333333333333334
21486,2010-07-01,9,36.05,7,2010,3.0,2.0,5.666666666666667
21486,2010-08-01,6,25.26,8,2010,9.0,3.0,4.666666666666667
21486,2010-09-01,68,262.55,9,2010,6.0,9.0,6.0
21486,2010-10-01,74,281.64,10,2010,68.0,6.0,27.666666666666668
21486,2010-11-01,146,556.0600000000001,11,2010,74.0,68.0,49.333333333333336
21486,2010-12-01,36,147.88000000000002,12,2010,146.0,74.0,96.0
21488,2010-03-01,21,87.47,3,2010,45.0,241.0,222.33333333333334
21488,2010-04-01,11,43.45,4,2010,21.0,45.0,102.33333333333333
21488,2010-06-01,5,19.75,6,2010,11.0,21.0,25.666666666666668
21488,2010-07-01,16,67.72,7,2010,5.0,11.0,12.333333333333334
21488,2010-08-01,28,124.16000000000003,8,2010,16.0,5.0,10.666666666666666
21488,2010-09-01,285,1083.8300000000004,9,2010,28.0,16.0,16.333333333333332
21488,2010-10-01,404,1605.32,10,2010,285.0,28.0,109.66666666666667
21488,2010-11-01,878,3654.62,11,2010,404.0,285.0,239.0
21488,2010-12-01,68,557.88,12,2010,878.0,404.0,522.3333333333334
21488,2011-03-01,1,8.29,3,2011,68.0,878.0,450.0
21491,2010-07-01,157,279.60999999999996,7,2010,6.0,6.0,254.0
21491,2010-08-01,167,313.51,8,2010,157.0,6.0,56.333333333333336
21491,2010-09-01,690,1268.1400000000003,9,2010,167.0,157.0,110.0
21491,2010-10-01,872,1585.1999999999998,10,2010,690.0,167.0,338.0
21491,2010-11-01,178,303.9,11,2010,872.0,690.0,576.3333333333334
21491,2010-12-01,1,1.95,12,2010,178.0,872.0,580.0
21494,2010-03-01,43,119.12,3,2010,14.0,297.0,282.3333333333333
21494,2010-04-01,5,17.769999999999996,4,2010,43.0,14.0,118.0
21494,2010-05-01,18,88.57,5,2010,5.0,43.0,20.666666666666668
21494,2010-06-01,139,175.37999999999997,6,2010,18.0,5.0,22.0
21494,2010-07-01,23,32.56,7,2010,139.0,18.0,54.0
21494,2010-08-01,75,97.56,8,2010,23.0,139.0,60.0
21494,2010-09-01,89,115.06,9,2010,75.0,23.0,79.0
21494,2010-10-01,119,157.22,10,2010,89.0,75.0,62.333333333333336
21494,2010-11-01,545,757.1899999999998,11,2010,119.0,89.0,94.33333333333333
21494,2010-12-01,193,477.34999999999997,12,2010,545.0,119.0,251.0
21494,2011-01-01,199,344.15000000000003,1,2011,193.0,545.0,285.6666666666667
21494,2011-02-01,21,64.62,2,2011,199.0,193.0,312.3333333333333
21494,2011-03-01,26,77.9,3,2011,21.0,199.0,137.66666666666666
21494,2011-04-01,21,42.75,4,2011,26.0,21.0,82.0
21494,2011-05-01,49,73.21000000000001,5,2011,21.0,26.0,22.666666666666668
21494,2011-06-01,36,57.83,6,2011,49.0,21.0,32.0
21494,2011-07-01,95,158.60999999999999,7,2011,36.0,49.0,35.333333333333336
21494,2011-08-01,103,141.76,8,2011,95.0,36.0,60.0
21494,2011-09-01,138,296.25,9,2011,103.0,95.0,78.0
21494,2011-10-01,545,810.6299999999999,10,2011,138.0,103.0,112.0
21494,2011-11-01,388,734.9000000000001,11,2011,545.0,138.0,262.0
21494,2011-12-01,112,288.87,12,2011,388.0,545.0,357.0
21495,2010-03-01,900,376.0,3,2010,525.0,400.0,433.3333333333333
21495,2010-04-01,550,231.0,4,2010,900.0,525.0,608.3333333333334
21495,2010-05-01,675,281.5,5,2010,550.0,900.0,658.3333333333334
21495,2010-06-01,450,189.0,6,2010,675.0,550.0,708.3333333333334
21495,2010-07-01,375,157.5,7,2010,450.0,675.0,558.3333333333334
21495,2010-08-01,375,157.5,8,2010,375.0,450.0,500.0
21495,2010-09-01,625,246.5,9,2010,375.0,375.0,400.0
21495,2010-10-01,775,325.5,10,2010,625.0,375.0,458.3333333333333
21495,2010-11-01,640,252.8,11,2010,775.0,625.0,591.6666666666666
21495,2010-12-01,175,73.5,12,2010,640.0,775.0,680.0
21495,2011-01-01,325,136.5,1,2011,175.0,640.0,530.0
21495,2011-02-01,450,189.0,2,2011,325.0,175.0,380.0
21495,2011-03-01,375,157.5,3,2011,450.0,325.0,316.6666666666667
21495,2011-04-01,175,73.5,4,2011,375.0,450.0,383.3333333333333
21495,2011-05-01,275,115.5,5,2011,175.0,375.0,333.3333333333333
21495,2011-06-01,650,253.0,6,2011,275.0,175.0,275.0
21495,2011-07-01,650,273.0,7,2011,650.0,275.0,366.6666666666667
21495,2011-08-01,250,105.0,8,2011,650.0,650.0,525.0
21495,2011-09-01,550,231.0,9,2011,250.0,650.0,516.6666666666666
21495,2011-10-01,675,259.5,10,2011,550.0,250.0,483.3333333333333
21495,2011-11-01,1075,415.5,11,2011,675.0,550.0,491.6666666666667
21495,2011-12-01,150,63.0,12,2011,1075.0,675.0,766.6666666666666
21497,2010-03-01,875,365.5,3,2010,400.0,1125.0,591.6666666666666
21497,2010-04-01,875,333.5,4,2010,875.0,400.0,800.0
21497,2010-05-01,575,241.5,5,2010,875.0,875.0,716.6666666666666
21497,2010-06-01,725,286.5,6,2010,575.0,875.0,775.0
21497,2010-07-01,700,294.0,7,2010,725.0,575.0,725.0
21497,2010-08-01,1025,382.5,8,2010,700.0,725.0,666.6666666666666
21497,2010-09-01,650,273.0,9,2010,1025.0,700.0,816.6666666666666
21497,2010-10-01,1075,411.5,10,2010,650.0,1025.0,791.6666666666666
21497,2010-11-01,675,283.5,11,2010,1075.0,650.0,916.6666666666666
21497,2010-12-01,75,31.5,12,2010,675.0,1075.0,800.0
21497,2011-01-01,275,115.5,1,2011,75.0,675.0,608.3333333333334
21497,2011-02-01,400,168.0,2,2011,275.0,75.0,341.6666666666667
21497,2011-03-01,475,199.5,3,2011,400.0,275.0,250.0
21497,2011-04-01,800,312.0,4,2011,475.0,400.0,383.3333333333333
21497,2011-05-01,525,220.5,5,2011,800.0,475.0,558.3333333333334
21497,2011-06-01,325,136.5,6,2011,525.0,800.0,600.0
21497,2011-07-01,575,241.5,7,2011,325.0,525.0,550.0
21497,2011-08-01,1550,571.0,8,2011,575.0,325.0,475.0
21497,2011-09-01,625,262.5,9,2011,1550.0,575.0,816.6666666666666
21497,2011-10-01,1575,607.5,10,2011,625.0,1550.0,916.6666666666666
21497,2011-11-01,925,376.5,11,2011,1575.0,625.0,1250.0
21497,2011-12-01,425,166.5,12,2011,925.0,1575.0,1041.6666666666667
21498,2010-03-01,975,409.5,3,2010,1350.0,1100.0,1200.0
21498,2010-04-01,1425,574.5,4,2010,975.0,1350.0,1141.6666666666667
21498,2010-05-01,700,294.0,5,2010,1425.0,975.0,1250.0
21498,2010-06-01,1225,494.5,6,2010,700.0,1425.0,1033.3333333333333
21498,2010-07-01,1950,751.0,7,2010,1225.0,700.0,1116.6666666666667
21498,2010-08-01,975,393.5,8,2010,1950.0,1225.0,1291.6666666666667
21498,2010-09-01,1625,650.5,9,2010,975.0,1950.0,1383.3333333333333
21498,2010-10-01,1800,744.0,10,2010,1625.0,975.0,1516.6666666666667
21498,2010-11-01,1875,743.5,11,2010,1800.0,1625.0,1466.6666666666667
21498,2010-12-01,525,200.5,12,2010,1875.0,1800.0,1766.6666666666667
21498,2011-01-01,875,367.5,1,2011,525.0,1875.0,1400.0
21498,2011-02-01,566,237.72,2,2011,875.0,525.0,1091.6666666666667
21498,2011-03-01,785,303.7,3,2011,566.0,875.0,655.3333333333334
21498,2011-04-01,425,178.5,4,2011,785.0,566.0,742.0
21498,2011-05-01,1250,477.0,5,2011,425.0,785.0,592.0
21498,2011-06-01,950,399.0,6,2011,1250.0,425.0,820.0
21498,2011-07-01,950,399.0,7,2011,950.0,1250.0,875.0
21498,2011-08-01,625,256.5,8,2011,950.0,950.0,1050.0
21498,2011-09-01,1100,459.0,9,2011,625.0,950.0,841.6666666666666
21498,2011-10-01,850,357.0,10,2011,1100.0,625.0,891.6666666666666
21498,2011-11-01,1200,498.0,11,2011,850.0,1100.0,858.3333333333334
21498,2011-12-01,375,157.5,12,2011,1200.0,850.0,1050.0
21499,2010-03-01,600,252.0,3,2010,400.0,450.0,516.6666666666666
21499,2010-04-01,800,320.0,4,2010,600.0,400.0,483.3333333333333
21499,2010-05-01,100,42.0,5,2010,800.0,600.0,600.0
21499,2010-06-01,800,320.0,6,2010,100.0,800.0,500.0
21499,2010-07-01,1000,388.0,7,2010,800.0,100.0,566.6666666666666
21499,2010-08-01,475,199.5,8,2010,1000.0,800.0,633.3333333333334
21499,2010-09-01,1025,398.5,9,2010,475.0,1000.0,758.3333333333334
